Date,High,Low,Average,Precip
4/26/2018,77,54,65.5,0
4/27/2018,80,53,66.5,0
4/28/2018,84,56,70,0
4/29/2018,83,58,70.5,0
4/30/2018,81,56,68.5,0
5/1/2018,81,70,75.5,T
5/2/2018,87,74,80.5,T
5/3/2018,86,75,80.5,0
5/4/2018,82,67,74.5,0.8
5/5/2018,84,65,74.5,0.63
5/6/2018,87,64,75.5,0
5/7/2018,91,64,77.5,0
5/8/2018,91,65,78,0
5/9/2018,90,63,76.5,0
5/10/2018,89,63,76,0
5/11/2018,89,71,80,0
5/12/2018,90,74,82,0
5/13/2018,91,70,80.5,0
5/14/2018,93,69,81,0
5/15/2018,94,65,79.5,0
5/16/2018,94,66,80,0
5/17/2018,96,73,84.5,0
5/18/2018,94,74,84,0
5/19/2018,93,76,84.5,0
5/20/2018,87,68,77.5,1.06
5/21/2018,85,68,76.5,0.39
5/22/2018,90,70,80,0.16
5/23/2018,84,69,76.5,0.17
5/24/2018,91,70,80.5,0
5/25/2018,91,71,81,0.03
5/26/2018,94,69,81.5,0.59
5/27/2018,92,68,80,0
5/28/2018,94,72,83,0
5/29/2018,95,77,86,0
5/30/2018,94,72,83,0
5/31/2018,94,75,84.5,0
6/1/2018,96,75,85.5,0
6/2/2018,96,78,87,0
6/3/2018,97,72,84.5,0.01
6/4/2018,94,72,83,T
6/5/2018,98,77,87.5,0
6/6/2018,96,77,86.5,0.25
6/7/2018,94,74,84,0
6/8/2018,95,74,84.5,0
6/9/2018,95,72,83.5,T
6/10/2018,96,80,88,0
6/11/2018,95,80,87.5,0
6/12/2018,97,78,87.5,0
6/13/2018,97,74,85.5,0
6/14/2018,94,75,84.5,T
6/15/2018,94,73,83.5,0
6/16/2018,95,75,85,0
6/17/2018,87,77,82,1.26
6/18/2018,84,75,79.5,2.17
6/19/2018,82,74,78,1
6/20/2018,88,76,82,1.43
6/21/2018,89,76,82.5,0
6/22/2018,96,77,86.5,0
6/23/2018,95,77,86,0
6/24/2018,94,79,86.5,0
6/25/2018,91,76,83.5,0.51
6/26/2018,95,75,85,0
6/27/2018,95,77,86,0
6/28/2018,95,80,87.5,0.01
6/29/2018,95,79,87,0
6/30/2018,96,79,87.5,0
7/1/2018,97,75,86,0
7/2/2018,97,77,87,0
7/3/2018,97,76,86.5,0
7/4/2018,78,72,75,4.19
7/5/2018,94,72,83,0.05
7/6/2018,93,74,83.5,0.03
7/7/2018,93,74,83.5,T
7/8/2018,88,74,81,0.19
7/9/2018,86,75,80.5,T
7/10/2018,93,73,83,0
7/11/2018,96,77,86.5,0
7/12/2018,95,78,86.5,T
7/13/2018,95,75,85,0
7/14/2018,94,76,85,0.02
7/15/2018,95,77,86,0
7/16/2018,97,76,86.5,0
7/17/2018,96,77,86.5,0
7/18/2018,97,79,88,0
7/19/2018,98,80,89,0
7/20/2018,99,80,89.5,0
7/21/2018,99,80,89.5,0
7/22/2018,100,80,90,0
7/23/2018,101,80,90.5,0
7/24/2018,96,77,86.5,T
7/25/2018,97,74,85.5,0
7/26/2018,100,75,87.5,0
7/27/2018,99,74,86.5,0
7/28/2018,98,77,87.5,0
7/29/2018,100,79,89.5,0
7/30/2018,98,80,89,0
7/31/2018,87,73,80,1.56
8/1/2018,94,72,83,0
8/2/2018,96,71,83.5,0
8/3/2018,95,73,84,0
8/4/2018,91,74,82.5,0.04
8/5/2018,93,74,83.5,0
8/6/2018,91,76,83.5,0.51
8/7/2018,94,75,84.5,T
8/8/2018,96,76,86,T
8/9/2018,95,75,85,0.01
8/10/2018,96,75,85.5,0.14
8/11/2018,91,75,83,0.09
8/12/2018,93,75,84,0
8/13/2018,95,76,85.5,0
8/14/2018,95,74,84.5,0
8/15/2018,95,77,86,0
8/16/2018,97,77,87,0
8/17/2018,97,77,87,0
8/18/2018,97,78,87.5,0
8/19/2018,97,80,88.5,0
8/20/2018,98,81,89.5,T
8/21/2018,100,76,88,0.05
8/22/2018,99,77,88,0
8/23/2018,95,78,86.5,0
8/24/2018,96,76,86,0
8/25/2018,96,75,85.5,0
8/26/2018,95,77,86,0
8/27/2018,93,77,85,T
8/28/2018,97,77,87,0
8/29/2018,88,74,81,0.01
8/30/2018,93,72,82.5,0
8/31/2018,96,75,85.5,0
9/1/2018,91,77,84,0.19
9/2/2018,84,76,80,0.66
9/3/2018,78,75,76.5,0.34
9/4/2018,88,75,81.5,0.26
9/5/2018,92,76,84,T
9/6/2018,92,76,84,0
9/7/2018,91,75,83,1.33
9/8/2018,93,75,84,0.04
9/9/2018,89,74,81.5,0.01
9/10/2018,80,74,77,0.1
9/11/2018,80,73,76.5,0.41
9/12/2018,85,75,80,0.46
9/13/2018,86,74,80,T
9/14/2018,78,75,76.5,1.22
9/15/2018,92,74,83,T
9/16/2018,95,73,84,0
9/17/2018,96,77,86.5,0
9/18/2018,96,78,87,0
9/19/2018,94,75,84.5,0
9/20/2018,90,74,82,0.69
9/21/2018,88,74,81,0.41
9/22/2018,86,74,80,0.75
9/23/2018,84,70,77,0.47
9/24/2018,89,70,79.5,0
9/25/2018,89,73,81,0.03
9/26/2018,89,74,81.5,0.39
9/27/2018,80,70,75,0
9/28/2018,82,69,75.5,0.01
9/29/2018,79,72,75.5,0.83
9/30/2018,85,72,78.5,T
10/1/2018,84,72,78,0.9
10/2/2018,90,72,81,0
10/3/2018,90,74,82,0.03
10/4/2018,91,74,82.5,0
10/5/2018,90,74,82,0
10/6/2018,91,74,82.5,T
10/7/2018,90,75,82.5,T
10/8/2018,88,73,80.5,0.36
10/9/2018,89,71,80,0.1
10/10/2018,85,69,77,0
10/11/2018,82,63,72.5,0
10/12/2018,84,60,72,0
10/13/2018,89,70,79.5,0
10/14/2018,91,74,82.5,0
10/15/2018,78,55,66.5,0.97
10/16/2018,61,56,58.5,T
10/17/2018,64,56,60,T
10/18/2018,74,56,65,1.02
10/19/2018,81,64,72.5,0.51
10/20/2018,72,63,67.5,0.07
10/21/2018,73,58,65.5,0
10/22/2018,65,51,58,T
10/23/2018,64,54,59,0.4
10/24/2018,69,62,65.5,0.25
10/25/2018,69,58,63.5,0.15
10/26/2018,77,54,65.5,0
10/27/2018,82,53,67.5,0
10/28/2018,85,60,72.5,0
10/29/2018,86,60,73,0
10/30/2018,85,65,75,T
10/31/2018,77,64,70.5,2.26
11/1/2018,68,53,60.5,0
11/2/2018,73,48,60.5,0
11/3/2018,78,50,64,0
11/4/2018,74,60,67,0.71
11/5/2018,86,61,73.5,0.03
11/6/2018,88,73,80.5,0
11/7/2018,89,70,79.5,T
11/8/2018,71,64,67.5,T
11/9/2018,64,49,56.5,0.16
11/10/2018,51,47,49,T
11/11/2018,58,46,52,0.12
11/12/2018,55,43,49,0.07
11/13/2018,43,34,38.5,T
11/14/2018,53,31,42,0
11/15/2018,61,30,45.5,0
11/16/2018,69,38,53.5,0
11/17/2018,73,45,59,0
11/18/2018,68,50,59,0.25
11/19/2018,52,46,49,0.06
11/20/2018,63,43,53,0
11/21/2018,63,42,52.5,0.07
11/22/2018,66,49,57.5,0.11
11/23/2018,78,51,64.5,0.01
11/24/2018,78,47,62.5,0
11/25/2018,76,51,63.5,0
11/26/2018,58,41,49.5,0
11/27/2018,63,35,49,0
11/28/2018,70,41,55.5,0
11/29/2018,76,67,71.5,0.16
11/30/2018,81,69,75,0.01
12/1/2018,80,54,67,T
12/2/2018,78,49,63.5,0
12/3/2018,68,48,58,0
12/4/2018,62,41,51.5,0
12/5/2018,60,38,49,0
12/6/2018,62,43,52.5,0.03
12/7/2018,75,54,64.5,4.31
12/8/2018,55,44,49.5,0.39
12/9/2018,48,42,45,0
12/10/2018,60,39,49.5,0
12/11/2018,63,34,48.5,0
12/12/2018,69,49,59,T
12/13/2018,75,48,61.5,0.69
12/14/2018,52,45,48.5,T
12/15/2018,65,47,56,0
12/16/2018,67,39,53,0
12/17/2018,71,46,58.5,0
12/18/2018,62,45,53.5,T
12/19/2018,58,49,53.5,0.09
12/20/2018,64,51,57.5,0.06
12/21/2018,64,43,53.5,0
12/22/2018,76,41,58.5,0
12/23/2018,70,49,59.5,0
12/24/2018,66,46,56,0
12/25/2018,71,60,65.5,0
12/26/2018,70,60,65,0.41
12/27/2018,73,54,63.5,1.29
12/28/2018,62,44,53,0
12/29/2018,53,47,50,0
12/30/2018,49,45,47,0.3
12/31/2018,59,44,51.5,0.05
1/1/2019,65,40,52.5,0
1/2/2019,56,50,53,1.41
1/3/2019,56,40,48,0.22
1/4/2019,62,36,49,0
1/5/2019,72,37,54.5,0
1/6/2019,74,43,58.5,0
1/7/2019,75,61,68,0
1/8/2019,79,55,67,0
1/9/2019,65,45,55,0
1/10/2019,61,40,50.5,0
1/11/2019,67,43,55,T
1/12/2019,66,46,56,0.61
1/13/2019,59,41,50,0
1/14/2019,56,37,46.5,0
1/15/2019,54,43,48.5,T
1/16/2019,62,48,55,0.03
1/17/2019,69,54,61.5,0.04
1/18/2019,71,51,61,T
1/19/2019,71,38,54.5,0.5
1/20/2019,54,32,43,0
1/21/2019,63,35,49,0
1/22/2019,73,60,66.5,0.04
1/23/2019,67,35,51,0.91
1/24/2019,60,30,45,0
1/25/2019,62,35,48.5,0
1/26/2019,66,41,53.5,0.01
1/27/2019,67,42,54.5,0.02
1/28/2019,72,44,58,0.15
1/29/2019,52,37,44.5,T
1/30/2019,52,38,45,0
1/31/2019,59,46,52.5,0.14
2/1/2019,69,55,62,0.01
2/2/2019,68,56,62,0.01
2/3/2019,70,59,64.5,0.05
2/4/2019,77,66,71.5,0
2/5/2019,77,68,72.5,0
2/6/2019,82,71,76.5,0
2/7/2019,76,44,60,0.02
2/8/2019,44,37,40.5,T
2/9/2019,45,37,41,0
2/10/2019,70,44,57,0.01
2/11/2019,75,64,69.5,0.33
2/12/2019,68,48,58,T
2/13/2019,65,37,51,0
2/14/2019,77,50,63.5,0
2/15/2019,79,59,69,0
2/16/2019,69,57,63,0.01
2/17/2019,70,49,59.5,0.07
2/18/2019,67,46,56.5,0
2/19/2019,50,45,47.5,0.24
2/20/2019,65,45,55,0.03
2/21/2019,54,50,52,0.14
2/22/2019,71,50,60.5,0.05
2/23/2019,79,59,69,T
2/24/2019,69,48,58.5,0
2/25/2019,60,45,52.5,0.03
2/26/2019,62,53,57.5,0.56
2/27/2019,70,60,65,0.03
2/28/2019,67,45,56,0.14
3/1/2019,61,45,53,T
3/2/2019,73,55,64,0.05
3/3/2019,64,43,53.5,0.03
3/4/2019,43,35,39,T
3/5/2019,51,30,40.5,0
3/6/2019,57,32,44.5,0
3/7/2019,71,51,61,0.01
3/8/2019,82,68,75,T
3/9/2019,82,69,75.5,T
3/10/2019,82,65,73.5,0
3/11/2019,84,65,74.5,0
3/12/2019,73,63,68,T
3/13/2019,74,63,68.5,0.25
3/14/2019,77,61,69,0.13
3/15/2019,66,50,58,T
3/16/2019,64,50,57,0
3/17/2019,66,47,56.5,0
3/18/2019,71,45,58,0
3/19/2019,72,47,59.5,0
3/20/2019,77,46,61.5,0
3/21/2019,78,49,63.5,0
3/22/2019,81,50,65.5,0
3/23/2019,74,55,64.5,0
3/24/2019,81,57,69,0
3/25/2019,87,62,74.5,T
3/26/2019,78,54,66,0
3/27/2019,75,50,62.5,0
3/28/2019,77,50,63.5,0
3/29/2019,79,59,69,0.03
3/30/2019,78,51,64.5,T
3/31/2019,56,43,49.5,0
4/1/2019,57,38,47.5,T
4/2/2019,72,37,54.5,0
4/3/2019,73,47,60,0.06
4/4/2019,84,65,74.5,0.29
4/5/2019,83,69,76,0
4/6/2019,84,70,77,0.02
4/7/2019,76,62,69,0.97
4/8/2019,84,63,73.5,0.01
4/9/2019,90,61,75.5,0
4/10/2019,91,61,76,0
4/11/2019,79,64,71.5,0.04
4/12/2019,73,60,66.5,0.15
4/13/2019,85,51,68,0.19
4/14/2019,73,48,60.5,0
4/15/2019,80,48,64,0
4/16/2019,81,59,70,0
4/17/2019,78,70,74,0.03
4/18/2019,76,59,67.5,1.51
4/19/2019,74,54,64,0
4/20/2019,79,48,63.5,0
4/21/2019,82,54,68,0
4/22/2019,80,61,70.5,0
4/23/2019,77,67,72,0.02
4/24/2019,80,66,73,0.05
4/25/2019,85,63,74,0.02
4/26/2019,86,60,73,0
4/27/2019,84,64,74,0
4/28/2019,83,62,72.5,0
4/29/2019,88,69,78.5,0
4/30/2019,87,76,81.5,T
5/1/2019,86,76,81,T
5/2/2019,84,67,75.5,0.45
5/3/2019,77,69,73,0.07
5/4/2019,86,67,76.5,0.81
5/5/2019,86,65,75.5,0
5/6/2019,84,63,73.5,0
5/7/2019,81,68,74.5,1.92
5/8/2019,83,71,77,0.08
5/9/2019,89,68,78.5,2.53
5/10/2019,77,67,72,0.62
5/11/2019,78,67,72.5,0.4
5/12/2019,79,64,71.5,T
5/13/2019,84,59,71.5,0
5/14/2019,86,65,75.5,0
5/15/2019,86,67,76.5,0
5/16/2019,87,64,75.5,0
5/17/2019,86,66,76,T
5/18/2019,84,77,80.5,0.09
5/19/2019,93,78,85.5,0
5/20/2019,90,77,83.5,0
5/21/2019,90,79,84.5,T
5/22/2019,90,80,85,0
5/23/2019,88,78,83,T
5/24/2019,89,75,82,0
5/25/2019,91,74,82.5,0
5/26/2019,90,71,80.5,0
5/27/2019,91,73,82,0
5/28/2019,92,77,84.5,T
5/29/2019,89,75,82,T
5/30/2019,91,72,81.5,0.06
5/31/2019,93,72,82.5,0.13
6/1/2019,95,70,82.5,T
6/2/2019,96,74,85,0
6/3/2019,95,73,84,0
6/4/2019,95,72,83.5,0.01
6/5/2019,79,73,76,2.45
6/6/2019,95,75,85,T
6/7/2019,95,74,84.5,0
6/8/2019,95,72,83.5,0
6/9/2019,97,73,85,0
6/10/2019,93,76,84.5,0
6/11/2019,88,71,79.5,T
6/12/2019,91,69,80,0.01
6/13/2019,92,72,82,0
6/14/2019,91,73,82,0
6/15/2019,94,77,85.5,T
6/16/2019,90,67,78.5,1.47
6/17/2019,89,68,78.5,0.04
6/18/2019,94,74,84,0
6/19/2019,96,78,87,0
6/20/2019,94,78,86,0
6/21/2019,94,82,88,0
6/22/2019,93,82,87.5,0.02
6/23/2019,94,83,88.5,0.02
6/24/2019,88,68,78,1.28
6/25/2019,84,73,78.5,0.3
6/26/2019,87,72,79.5,0.02
6/27/2019,90,74,82,0.08
6/28/2019,94,71,82.5,0.38
6/29/2019,90,71,80.5,0.8
6/30/2019,87,71,79,T
7/1/2019,93,75,84,T
7/2/2019,90,74,82,0.13
7/3/2019,88,73,80.5,T
7/4/2019,92,74,83,1.21
7/5/2019,95,78,86.5,0
7/6/2019,96,75,85.5,0
7/7/2019,96,77,86.5,0
7/8/2019,97,76,86.5,0.31
7/9/2019,96,80,88,0
7/10/2019,97,78,87.5,0
7/11/2019,96,77,86.5,0
7/12/2019,96,80,88,0
7/13/2019,92,78,85,0.45
7/14/2019,92,77,84.5,0
7/15/2019,92,79,85.5,T
7/16/2019,96,80,88,0
7/17/2019,94,79,86.5,0.21
7/18/2019,96,76,86,0
7/19/2019,94,76,85,0
7/20/2019,96,77,86.5,0.01
7/21/2019,95,76,85.5,T
7/22/2019,95,78,86.5,0
7/23/2019,90,75,82.5,0
7/24/2019,90,68,79,0
7/25/2019,91,66,78.5,0
7/26/2019,94,69,81.5,0
7/27/2019,95,75,85,0
7/28/2019,92,75,83.5,0.04
7/29/2019,97,76,86.5,0.42
7/30/2019,97,74,85.5,0.01
7/31/2019,96,74,85,0
8/1/2019,95,75,85,0
8/2/2019,96,76,86,0
8/3/2019,94,78,86,T
8/4/2019,94,78,86,0.13
8/5/2019,96,77,86.5,T
8/6/2019,97,77,87,0
8/7/2019,99,80,89.5,0
8/8/2019,101,81,91,0
8/9/2019,101,82,91.5,0
8/10/2019,101,77,89,0
8/11/2019,101,79,90,0
8/12/2019,101,81,91,0
8/13/2019,103,81,92,0
8/14/2019,102,80,91,T
8/15/2019,99,78,88.5,0
8/16/2019,98,78,88,0
8/17/2019,98,81,89.5,0
8/18/2019,97,78,87.5,0.05
8/19/2019,99,78,88.5,T
8/20/2019,95,77,86,0.09
8/21/2019,98,77,87.5,0
8/22/2019,96,76,86,0.02
8/23/2019,94,77,85.5,0.16
8/24/2019,95,77,86,0.01
8/25/2019,96,77,86.5,1.5
8/26/2019,98,78,88,0
8/27/2019,98,79,88.5,0
8/28/2019,95,74,84.5,0.29
8/29/2019,94,74,84,0.17
8/30/2019,95,75,85,0
8/31/2019,96,75,85.5,0
9/1/2019,100,76,88,0
9/2/2019,99,75,87,0
9/3/2019,98,75,86.5,0
9/4/2019,99,77,88,0
9/5/2019,99,74,86.5,0
9/6/2019,99,76,87.5,0
9/7/2019,99,74,86.5,0
9/8/2019,98,71,84.5,0
9/9/2019,97,75,86,0
9/10/2019,93,76,84.5,1.63
9/11/2019,93,76,84.5,0.05
9/12/2019,96,75,85.5,0.05
9/13/2019,97,75,86,T
9/14/2019,98,74,86,0
9/15/2019,96,75,85.5,T
9/16/2019,94,75,84.5,T
9/17/2019,82,75,78.5,0.6
9/18/2019,83,75,79,1.99
9/19/2019,82,74,78,9.21
9/20/2019,87,75,81,0.88
9/21/2019,90,75,82.5,0
9/22/2019,90,75,82.5,T
9/23/2019,91,75,83,0.26
9/24/2019,90,73,81.5,0
9/25/2019,91,72,81.5,0
9/26/2019,92,71,81.5,0
9/27/2019,85,73,79,0.28
9/28/2019,91,75,83,0
9/29/2019,91,75,83,0
9/30/2019,92,77,84.5,0
10/1/2019,91,74,82.5,0
10/2/2019,92,74,83,0
10/3/2019,93,74,83.5,0.02
10/4/2019,93,72,82.5,0
10/5/2019,93,72,82.5,0
10/6/2019,91,72,81.5,0
10/7/2019,83,68,75.5,T
10/8/2019,84,65,74.5,0
10/9/2019,89,66,77.5,0
10/10/2019,92,73,82.5,0
10/11/2019,79,52,65.5,0.49
10/12/2019,72,53,62.5,0
10/13/2019,82,56,69,0
10/14/2019,88,69,78.5,0.11
10/15/2019,92,76,84,T
10/16/2019,79,59,69,1.03
10/17/2019,68,55,61.5,0
10/18/2019,81,54,67.5,0
10/19/2019,90,62,76,0
10/20/2019,90,74,82,0
10/21/2019,81,60,70.5,0.61
10/22/2019,80,53,66.5,0
10/23/2019,80,53,66.5,0
10/24/2019,83,60,71.5,0.01
10/25/2019,67,51,59,1.18
10/26/2019,68,51,59.5,0
10/27/2019,78,51,64.5,0
10/28/2019,78,60,69,0
10/29/2019,74,67,70.5,2.04
10/30/2019,70,45,57.5,0.3
10/31/2019,57,40,48.5,0.01
11/1/2019,60,36,48,0
11/2/2019,68,46,57,0
11/3/2019,69,42,55.5,0
11/4/2019,76,52,64,0
11/5/2019,83,64,73.5,0
11/6/2019,81,59,70,0
11/7/2019,72,52,62,0.83
11/8/2019,55,46,50.5,0.01
11/9/2019,68,41,54.5,0
11/10/2019,75,44,59.5,0
11/11/2019,76,39,57.5,0.01
11/12/2019,48,34,41,T
11/13/2019,46,30,38,T
11/14/2019,48,43,45.5,0.16
11/15/2019,64,40,52,0
11/16/2019,64,37,50.5,0
11/17/2019,69,40,54.5,0
11/18/2019,74,47,60.5,0
11/19/2019,79,46,62.5,0
11/20/2019,80,54,67,0
11/21/2019,80,71,75.5,T
11/22/2019,79,54,66.5,0.04
11/23/2019,66,47,56.5,0
11/24/2019,69,42,55.5,0
11/25/2019,80,48,64,0
11/26/2019,82,73,77.5,0
11/27/2019,76,61,68.5,T
11/28/2019,73,61,67,T
11/29/2019,75,69,72,T
11/30/2019,81,68,74.5,0.07
12/1/2019,68,49,58.5,0
12/2/2019,65,42,53.5,0
12/3/2019,71,38,54.5,0
12/4/2019,75,47,61,0
12/5/2019,77,49,63,0
12/6/2019,75,57,66,0
12/7/2019,73,49,61,0
12/8/2019,75,47,61,0
12/9/2019,84,66,75,T
12/10/2019,72,46,59,0.23
12/11/2019,60,42,51,0
12/12/2019,63,38,50.5,0
12/13/2019,75,50,62.5,0
12/14/2019,74,43,58.5,0
12/15/2019,84,63,73.5,0
12/16/2019,80,44,62,0.06
12/17/2019,55,39,47,0
12/18/2019,59,32,45.5,0
12/19/2019,60,31,45.5,0
12/20/2019,54,43,48.5,0.02
12/21/2019,56,45,50.5,T
12/22/2019,63,42,52.5,0
12/23/2019,71,41,56,0
12/24/2019,74,41,57.5,0
12/25/2019,73,45,59,0
12/26/2019,76,50,63,0
12/27/2019,69,54,61.5,T
12/28/2019,78,63,70.5,0.1
12/29/2019,70,49,59.5,0.73
12/30/2019,62,39,50.5,0
12/31/2019,62,36,49,0
