Date,High,Low,Average,Precip
9/15/2013,91,73,82,0.08
9/16/2013,93,73,83,0
9/17/2013,95,75,85,0
9/18/2013,93,73,83,0
9/19/2013,93,75,84,0.01
9/20/2013,84,73,78.5,0.98
9/21/2013,82,71,76.5,0.02
9/22/2013,86,63,74.5,0
9/23/2013,89,71,80,0
9/24/2013,95,73,84,0
9/25/2013,95,66,80.5,0
9/26/2013,91,68,79.5,0
9/27/2013,88,70,79,0
9/28/2013,87,73,80,0.24
9/29/2013,82,75,78.5,0.2
9/30/2013,88,73,80.5,0.51
10/1/2013,88,73,80.5,0
10/2/2013,86,73,79.5,0.02
10/3/2013,88,72,80,0.12
10/4/2013,91,70,80.5,0
10/5/2013,93,66,79.5,0.01
10/6/2013,80,57,68.5,0.2
10/7/2013,81,53,67,0
10/8/2013,81,54,67.5,0
10/9/2013,82,57,69.5,0
10/10/2013,86,61,73.5,0
10/11/2013,87,66,76.5,0
10/12/2013,88,72,80,0.03
10/13/2013,75,71,73,0.24
10/14/2013,84,71,77.5,0
10/15/2013,88,70,79,0
10/16/2013,73,62,67.5,0.01
10/17/2013,78,59,68.5,0.03
10/18/2013,73,55,64,2.01
10/19/2013,71,51,61,0.08
10/20/2013,75,46,60.5,0
10/21/2013,78,57,67.5,0
10/22/2013,75,55,65,0
10/23/2013,82,51,66.5,0
10/24/2013,82,54,68,0
10/25/2013,75,55,65,0
10/26/2013,80,53,66.5,0
10/27/2013,75,60,67.5,1.26
10/28/2013,82,62,72,0
10/29/2013,84,64,74,0
10/30/2013,80,71,75.5,1.02
10/31/2013,79,55,67,0.94
11/1/2013,80,52,66,0.16
11/2/2013,73,54,63.5,0
11/3/2013,69,45,57,0
11/4/2013,73,55,64,0
11/5/2013,80,66,73,0
11/6/2013,79,53,66,0.03
11/7/2013,69,46,57.5,0
11/8/2013,66,48,57,0
11/9/2013,70,53,61.5,0
11/10/2013,75,55,65,0
11/11/2013,75,52,63.5,0
11/12/2013,72,46,59,0
11/13/2013,55,36,45.5,0
11/14/2013,64,37,50.5,0
11/15/2013,78,54,66,0
11/16/2013,81,63,72,0.03
11/17/2013,84,69,76.5,0
11/18/2013,79,62,70.5,0
11/19/2013,70,51,60.5,0
11/20/2013,73,48,60.5,0
11/21/2013,80,69,74.5,0.04
11/22/2013,73,43,58,1.42
11/23/2013,50,44,47,0.24
11/24/2013,50,43,46.5,0
11/25/2013,43,39,41,0.55
11/26/2013,44,39,41.5,0.28
11/27/2013,50,35,42.5,0
11/28/2013,55,32,43.5,0
11/29/2013,63,34,48.5,0
11/30/2013,70,39,54.5,0
12/1/2013,70,52,61,0
12/2/2013,77,62,69.5,0
12/3/2013,80,62,71,0
12/4/2013,81,70,75.5,0
12/5/2013,75,37,56,0
12/6/2013,43,35,39,0.01
12/7/2013,37,34,35.5,0
12/8/2013,46,36,41,0
12/9/2013,46,39,42.5,0.08
12/10/2013,50,32,41,0
12/11/2013,52,39,45.5,0
12/12/2013,55,36,45.5,0
12/13/2013,54,42,48,0.04
12/14/2013,57,39,48,0
12/15/2013,57,32,44.5,0
12/16/2013,63,30,46.5,0
12/17/2013,70,35,52.5,0
12/18/2013,70,37,53.5,0
12/19/2013,75,54,64.5,0.03
12/20/2013,77,68,72.5,0
12/21/2013,73,55,64,0.83
12/22/2013,60,37,48.5,0.01
12/23/2013,54,32,43,0
12/24/2013,55,30,42.5,0
12/25/2013,57,39,48,0
12/26/2013,62,46,54,0
12/27/2013,57,46,51.5,0
12/28/2013,60,42,51,0
12/29/2013,66,37,51.5,0
12/30/2013,50,39,44.5,0
12/31/2013,48,37,42.5,0
1/1/2014,64,45,54.5,0
1/2/2014,59,37,48,0.01
1/3/2014,54,30,42,0
1/4/2014,66,37,51.5,0
1/5/2014,64,35,49.5,0.04
1/6/2014,36,27,31.5,0
1/7/2014,45,21,33,0
1/8/2014,55,39,47,0
1/9/2014,66,53,59.5,0.2
1/10/2014,70,57,63.5,0
1/11/2014,73,46,59.5,0
1/12/2014,73,37,55,0
1/13/2014,71,46,58.5,0.24
1/14/2014,70,36,53,0
1/15/2014,59,39,49,0
1/16/2014,70,34,52,0
1/17/2014,63,39,51,0
1/18/2014,69,32,50.5,0
1/19/2014,69,41,55,0
1/20/2014,77,42,59.5,0
1/21/2014,62,39,50.5,0
1/22/2014,69,28,48.5,0
1/23/2014,55,33,44,0.16
1/24/2014,36,28,32,0.04
1/25/2014,61,30,45.5,0
1/26/2014,71,46,58.5,0
1/27/2014,61,48,54.5,0
1/28/2014,48,30,39,0.04
1/29/2014,42,30,36,0
1/30/2014,57,32,44.5,0
1/31/2014,72,53,62.5,0
2/1/2014,73,64,68.5,0.02
2/2/2014,66,39,52.5,0.16
2/3/2014,50,39,44.5,0
2/4/2014,52,43,47.5,0.16
2/5/2014,51,37,44,0
2/6/2014,37,33,35,0.01
2/7/2014,37,35,36,0
2/8/2014,57,37,47,0
2/9/2014,66,48,57,0
2/10/2014,59,39,49,0.28
2/11/2014,42,35,38.5,0.04
2/12/2014,51,35,43,0
2/13/2014,62,28,45,0
2/14/2014,78,39,58.5,0
2/15/2014,68,41,54.5,0
2/16/2014,75,51,63,0
2/17/2014,79,64,71.5,0
2/18/2014,80,66,73,0
2/19/2014,79,62,70.5,0
2/20/2014,78,57,67.5,0.08
2/21/2014,69,44,56.5,0
2/22/2014,69,45,57,0
2/23/2014,78,61,69.5,0.04
2/24/2014,66,62,64,0
2/25/2014,78,57,67.5,0.67
2/26/2014,57,37,47,0.24
2/27/2014,55,33,44,0
2/28/2014,73,48,60.5,0.02
3/1/2014,83,64,73.5,0
3/2/2014,77,34,55.5,0.03
3/3/2014,42,27,34.5,0.03
3/4/2014,38,31,34.5,1.03
3/5/2014,53,37,45,0.02
3/6/2014,61,44,52.5,0
3/7/2014,66,37,51.5,0
3/8/2014,69,51,60,0.11
3/9/2014,58,46,52,0.43
3/10/2014,73,48,60.5,0
3/11/2014,75,56,65.5,0
3/12/2014,68,49,58.5,0
3/13/2014,67,38,52.5,0
3/14/2014,75,47,61,0
3/15/2014,69,62,65.5,0.56
3/16/2014,69,45,57,T
3/17/2014,63,44,53.5,0
3/18/2014,77,43,60,0
3/19/2014,75,57,66,0
3/20/2014,76,56,66,0
3/21/2014,78,50,64,0
3/22/2014,81,65,73,T
3/23/2014,72,53,62.5,0.05
3/24/2014,64,52,58,0
3/25/2014,71,46,58.5,0
3/26/2014,64,46,55,0.15
3/27/2014,71,62,66.5,0.02
3/28/2014,85,58,71.5,0.02
3/29/2014,80,53,66.5,0
3/30/2014,73,46,59.5,0
3/31/2014,78,50,64,0
4/1/2014,84,66,75,T
4/2/2014,82,71,76.5,T
4/3/2014,76,72,74,T
4/4/2014,75,59,67,T
4/5/2014,69,57,63,0
4/6/2014,63,55,59,0.04
4/7/2014,74,53,63.5,T
4/8/2014,74,51,62.5,T
4/9/2014,81,44,62.5,0
4/10/2014,83,60,71.5,0
4/11/2014,82,64,73,0
4/12/2014,83,67,75,0
4/13/2014,78,69,73.5,T
4/14/2014,77,46,61.5,1.52
4/15/2014,64,41,52.5,0
4/16/2014,66,41,53.5,0
4/17/2014,73,53,63,0
4/18/2014,79,58,68.5,0
4/19/2014,80,55,67.5,0
4/20/2014,80,58,69,0
4/21/2014,82,61,71.5,0
4/22/2014,87,65,76,0
4/23/2014,84,63,73.5,0
4/24/2014,84,69,76.5,0
4/25/2014,88,66,77,0
4/26/2014,83,68,75.5,0
4/27/2014,89,75,82,T
4/28/2014,92,64,78,0
4/29/2014,84,65,74.5,0
4/30/2014,75,57,66,0
5/1/2014,75,48,61.5,0
5/2/2014,81,51,66,0
5/3/2014,88,61,74.5,0
5/4/2014,88,61,74.5,0
5/5/2014,86,59,72.5,0
5/6/2014,85,68,76.5,0
5/7/2014,85,65,75,T
5/8/2014,78,75,76.5,0.04
5/9/2014,86,64,75,0.33
5/10/2014,87,63,75,T
5/11/2014,87,75,81,0.01
5/12/2014,85,67,76,0.28
5/13/2014,75,60,67.5,3.44
5/14/2014,72,54,63,0.15
5/15/2014,79,49,64,0
5/16/2014,85,62,73.5,0
5/17/2014,86,63,74.5,0
5/18/2014,85,63,74,0
5/19/2014,85,67,76,0
5/20/2014,87,71,79,0
5/21/2014,86,71,78.5,0
5/22/2014,87,65,76,0
5/23/2014,85,66,75.5,0
5/24/2014,88,66,77,0
5/25/2014,87,71,79,0
5/26/2014,80,68,74,2.91
5/27/2014,76,65,70.5,1.44
5/28/2014,84,68,76,1.34
5/29/2014,88,68,78,0
5/30/2014,88,70,79,1.73
5/31/2014,85,71,78,0.04
6/1/2014,88,71,79.5,0.01
6/2/2014,89,72,80.5,T
6/3/2014,88,73,80.5,T
6/4/2014,90,71,80.5,0
6/5/2014,92,75,83.5,0
6/6/2014,92,73,82.5,0
6/7/2014,93,73,83,0
6/8/2014,92,77,84.5,0.02
6/9/2014,87,72,79.5,0.5
6/10/2014,87,71,79,0.01
6/11/2014,94,68,81,0
6/12/2014,94,74,84,0.1
6/13/2014,92,77,84.5,0.01
6/14/2014,91,71,81,0
6/15/2014,93,74,83.5,0
6/16/2014,92,77,84.5,T
6/17/2014,93,80,86.5,0
6/18/2014,89,78,83.5,0.22
6/19/2014,92,75,83.5,0
6/20/2014,92,74,83,0
6/21/2014,92,71,81.5,T
6/22/2014,90,76,83,0.07
6/23/2014,92,73,82.5,0.5
6/24/2014,92,74,83,0.54
6/25/2014,83,73,78,0.09
6/26/2014,86,73,79.5,T
6/27/2014,90,74,82,0.01
6/28/2014,90,79,84.5,0.1
6/29/2014,93,79,86,0
6/30/2014,93,78,85.5,0
7/1/2014,94,74,84,0
7/2/2014,94,74,84,0
7/3/2014,94,73,83.5,T
7/4/2014,91,72,81.5,0.48
7/5/2014,90,73,81.5,0.31
7/6/2014,89,72,80.5,0.01
7/7/2014,93,74,83.5,0.08
7/8/2014,92,74,83,0
7/9/2014,95,74,84.5,0
7/10/2014,93,73,83,T
7/11/2014,94,72,83,T
7/12/2014,94,74,84,0
7/13/2014,96,77,86.5,0
7/14/2014,96,76,86,0
7/15/2014,89,75,82,0.06
7/16/2014,90,73,81.5,0
7/17/2014,89,76,82.5,0.39
7/18/2014,87,75,81,0.04
7/19/2014,85,72,78.5,0
7/20/2014,93,73,83,0.01
7/21/2014,96,77,86.5,0
7/22/2014,96,77,86.5,0
7/23/2014,95,76,85.5,0.07
7/24/2014,94,73,83.5,0.01
7/25/2014,95,74,84.5,0
7/26/2014,95,78,86.5,0
7/27/2014,97,77,87,0
7/28/2014,99,77,88,0
7/29/2014,92,74,83,0.03
7/30/2014,94,72,83,0
7/31/2014,94,73,83.5,3.91
8/1/2014,87,73,80,0.01
8/2/2014,82,71,76.5,0
8/3/2014,89,72,80.5,0
8/4/2014,92,73,82.5,T
8/5/2014,92,74,83,T
8/6/2014,94,75,84.5,T
8/7/2014,95,79,87,0
8/8/2014,97,77,87,0.1
8/9/2014,94,77,85.5,0
8/10/2014,94,78,86,0
8/11/2014,97,75,86,0.25
8/12/2014,97,76,86.5,0
8/13/2014,94,73,83.5,0
8/14/2014,93,73,83,0.02
8/15/2014,96,75,85.5,0
8/16/2014,98,80,89,0
8/17/2014,97,78,87.5,T
8/18/2014,96,76,86,0
8/19/2014,94,76,85,T
8/20/2014,96,74,85,0.01
8/21/2014,98,76,87,0
8/22/2014,98,75,86.5,0
8/23/2014,98,75,86.5,0
8/24/2014,98,74,86,0
8/25/2014,99,76,87.5,0
8/26/2014,97,74,85.5,0
8/27/2014,94,75,84.5,0
8/28/2014,90,76,83,0
8/29/2014,91,75,83,0.02
8/30/2014,92,75,83.5,T
8/31/2014,84,74,79,0.83
9/1/2014,93,74,83.5,0.36
9/2/2014,94,76,85,0
9/3/2014,93,75,84,0
9/4/2014,93,76,84.5,0
9/5/2014,93,75,84,0.03
9/6/2014,95,75,85,0.16
9/7/2014,95,73,84,0.42
9/8/2014,92,72,82,0
9/9/2014,95,74,84.5,0
9/10/2014,95,78,86.5,0
9/11/2014,97,76,86.5,0
9/12/2014,89,75,82,0.02
9/13/2014,77,67,72,0.01
9/14/2014,77,65,71,0
9/15/2014,92,68,80,T
9/16/2014,91,75,83,0.12
9/17/2014,89,75,82,0.25
9/18/2014,81,73,77,2.31
9/19/2014,84,73,78.5,0.2
9/20/2014,89,73,81,0
9/21/2014,91,73,82,0
9/22/2014,93,72,82.5,T
9/23/2014,84,64,74,0
9/24/2014,85,64,74.5,0
9/25/2014,80,68,74,T
9/26/2014,86,68,77,0
9/27/2014,86,71,78.5,T
9/28/2014,89,72,80.5,0
9/29/2014,89,70,79.5,0
9/30/2014,89,71,80,T
10/1/2014,93,72,82.5,0.09
10/2/2014,93,71,82,0.78
10/3/2014,84,63,73.5,0.32
10/4/2014,77,59,68,0
10/5/2014,85,53,69,0
10/6/2014,84,65,74.5,0.69
10/7/2014,90,65,77.5,0
10/8/2014,90,69,79.5,0.06
10/9/2014,90,68,79,0
10/10/2014,91,75,83,0.03
10/11/2014,85,66,75.5,0.02
10/12/2014,87,65,76,0.35
10/13/2014,85,59,72,0.61
10/14/2014,79,54,66.5,0
10/15/2014,84,51,67.5,0
10/16/2014,87,57,72,0
10/17/2014,86,60,73,0
10/18/2014,86,63,74.5,0
10/19/2014,81,62,71.5,0
10/20/2014,83,59,71,0
10/21/2014,82,55,68.5,0
10/22/2014,82,61,71.5,0
10/23/2014,80,58,69,0
10/24/2014,82,54,68,0
10/25/2014,85,55,70,0
10/26/2014,85,56,70.5,0
10/27/2014,86,58,72,0
10/28/2014,86,60,73,0
10/29/2014,84,61,72.5,0
10/30/2014,79,55,67,0
10/31/2014,79,55,67,0
11/1/2014,65,45,55,0
11/2/2014,72,41,56.5,0
11/3/2014,80,53,66.5,0
11/4/2014,82,62,72,0
11/5/2014,74,64,69,1.12
11/6/2014,66,58,62,0.17
11/7/2014,65,49,57,0
11/8/2014,75,50,62.5,T
11/9/2014,72,47,59.5,0
11/10/2014,80,45,62.5,0
11/11/2014,71,49,60,0.01
11/12/2014,58,43,50.5,T
11/13/2014,45,36,40.5,0.2
11/14/2014,47,34,40.5,0
11/15/2014,53,43,48,0.3
11/16/2014,57,42,49.5,0.65
11/17/2014,52,36,44,0
11/18/2014,55,32,43.5,0
11/19/2014,69,30,49.5,0
11/20/2014,76,46,61,0.04
11/21/2014,66,61,63.5,0.57
11/22/2014,68,58,63,0.11
11/23/2014,80,61,70.5,0.23
11/24/2014,66,45,55.5,0
11/25/2014,66,41,53.5,0
11/26/2014,73,43,58,0
11/27/2014,67,43,55,0
11/28/2014,71,39,55,0
11/29/2014,78,60,69,0
11/30/2014,80,61,70.5,0
12/1/2014,69,45,57,0.03
12/2/2014,56,44,50,0
12/3/2014,66,52,59,T
12/4/2014,72,53,62.5,T
12/5/2014,79,65,72,0.07
12/6/2014,71,58,64.5,T
12/7/2014,59,54,56.5,0
12/8/2014,67,46,56.5,0
12/9/2014,70,43,56.5,0
12/10/2014,69,42,55.5,0
12/11/2014,72,56,64,0.02
12/12/2014,75,57,66,T
12/13/2014,74,54,64,0
12/14/2014,76,58,67,T
12/15/2014,80,59,69.5,T
12/16/2014,66,48,57,0
12/17/2014,64,44,54,T
12/18/2014,70,57,63.5,0.8
12/19/2014,59,52,55.5,3.06
12/20/2014,54,50,52,0
12/21/2014,61,48,54.5,0
12/22/2014,72,55,63.5,T
12/23/2014,60,48,54,0.69
12/24/2014,55,37,46,0
12/25/2014,66,34,50,0
12/26/2014,71,51,61,0.04
12/27/2014,74,46,60,0.22
12/28/2014,46,41,43.5,0.67
12/29/2014,48,39,43.5,0
12/30/2014,53,38,45.5,0
12/31/2014,46,37,41.5,0
1/1/2015,47,41,44,0.15
1/2/2015,54,47,50.5,0.63
1/3/2015,53,41,47,0.63
1/4/2015,56,36,46,0
1/5/2015,54,31,42.5,0
1/6/2015,65,34,49.5,0
1/7/2015,62,39,50.5,0
1/8/2015,42,28,35,0.01
1/9/2015,40,37,38.5,0.06
1/10/2015,41,37,39,0.08
1/11/2015,49,39,44,0.66
1/12/2015,49,43,46,T
1/13/2015,46,43,44.5,0.05
1/14/2015,45,39,42,T
1/15/2015,54,39,46.5,T
1/16/2015,61,33,47,0
1/17/2015,69,37,53,0
1/18/2015,71,43,57,0
1/19/2015,72,34,53,0
1/20/2015,76,45,60.5,0
1/21/2015,67,57,62,T
1/22/2015,60,44,52,0.87
1/23/2015,44,39,41.5,0.03
1/24/2015,62,35,48.5,0
1/25/2015,70,40,55,0
1/26/2015,67,44,55.5,0
1/27/2015,81,47,64,0
1/28/2015,79,43,61,0
1/29/2015,75,49,62,0
1/30/2015,65,45,55,0
1/31/2015,63,42,52.5,T
2/1/2015,77,48,62.5,0.01
2/2/2015,50,36,43,0
2/3/2015,46,41,43.5,0.17
2/4/2015,61,42,51.5,0.16
2/5/2015,55,41,48,T
2/6/2015,56,41,48.5,0
2/7/2015,69,37,53,0
2/8/2015,77,54,65.5,0
2/9/2015,83,54,68.5,0
2/10/2015,74,43,58.5,0
2/11/2015,75,44,59.5,0
2/12/2015,66,46,56,0
2/13/2015,66,39,52.5,0
2/14/2015,78,43,60.5,0
2/15/2015,71,51,61,0.02
2/16/2015,68,37,52.5,0.15
2/17/2015,54,34,44,T
2/18/2015,64,33,48.5,0
2/19/2015,64,37,50.5,0
2/20/2015,69,52,60.5,0.01
2/21/2015,75,65,70,T
2/22/2015,80,45,62.5,T
2/23/2015,46,34,40,0.02
2/24/2015,43,33,38,T
2/25/2015,50,33,41.5,0.1
2/26/2015,55,31,43,0
2/27/2015,46,37,41.5,0
2/28/2015,57,37,47,0.02
3/1/2015,59,49,54,0.22
3/2/2015,60,48,54,0.01
3/3/2015,80,56,68,0
3/4/2015,83,43,63,T
3/5/2015,51,36,43.5,0.15
3/6/2015,57,30,43.5,0
3/7/2015,60,35,47.5,T
3/8/2015,53,45,49,1.49
3/9/2015,66,50,58,1.96
3/10/2015,60,53,56.5,0
3/11/2015,62,53,57.5,0.12
3/12/2015,62,55,58.5,0.33
3/13/2015,66,55,60.5,0.34
3/14/2015,77,51,64,0
3/15/2015,73,55,64,0
3/16/2015,77,57,67,0
3/17/2015,82,58,70,0
3/18/2015,82,65,73.5,0.11
3/19/2015,79,66,72.5,0.49
3/20/2015,82,66,74,0.02
3/21/2015,66,64,65,1.01
3/22/2015,76,60,68,0
3/23/2015,80,55,67.5,0
3/24/2015,80,53,66.5,0
3/25/2015,80,56,68,0
3/26/2015,69,54,61.5,0.09
3/27/2015,80,44,62,0
3/28/2015,82,47,64.5,0
3/29/2015,82,57,69.5,0
3/30/2015,83,61,72,0
3/31/2015,83,64,73.5,0
4/1/2015,79,69,74,0.01
4/2/2015,84,69,76.5,0
4/3/2015,82,71,76.5,T
4/4/2015,73,61,67,0
4/5/2015,67,57,62,0.02
4/6/2015,82,67,74.5,T
4/7/2015,87,70,78.5,0
4/8/2015,84,71,77.5,0
4/9/2015,86,70,78,0
4/10/2015,74,61,67.5,1.74
4/11/2015,77,63,70,0.13
4/12/2015,80,68,74,0.14
4/13/2015,86,71,78.5,0.32
4/14/2015,76,64,70,0.12
4/15/2015,81,60,70.5,T
4/16/2015,82,65,73.5,1.66
4/17/2015,83,64,73.5,1.1
4/18/2015,78,66,72,0.09
4/19/2015,86,58,72,0.54
4/20/2015,74,59,66.5,0
4/21/2015,79,56,67.5,0
4/22/2015,84,67,75.5,0
4/23/2015,88,69,78.5,0
4/24/2015,85,71,78,T
4/25/2015,88,67,77.5,0.21
4/26/2015,85,67,76,T
4/27/2015,78,66,72,0.02
4/28/2015,71,56,63.5,T
4/29/2015,78,52,65,0
4/30/2015,82,53,67.5,0
5/1/2015,84,57,70.5,0
5/2/2015,83,57,70,0
5/3/2015,83,57,70,0
5/4/2015,84,61,72.5,0
5/5/2015,82,63,72.5,0.13
5/6/2015,83,73,78,0.41
5/7/2015,85,74,79.5,T
5/8/2015,85,77,81,T
5/9/2015,87,76,81.5,T
5/10/2015,87,77,82,0.03
5/11/2015,80,69,74.5,0.28
5/12/2015,79,69,74,0.56
5/13/2015,81,68,74.5,1.55
5/14/2015,87,72,79.5,0.05
5/15/2015,84,73,78.5,0.15
5/16/2015,89,73,81,0
5/17/2015,85,71,78,0.98
5/18/2015,86,73,79.5,0.24
5/19/2015,86,73,79.5,0.02
5/20/2015,89,73,81,0.31
5/21/2015,82,71,76.5,1.08
5/22/2015,79,65,72,0
5/23/2015,85,73,79,0.72
5/24/2015,81,69,75,0.56
5/25/2015,88,66,77,4.34
5/26/2015,85,66,75.5,0.77
5/27/2015,86,65,75.5,1.41
5/28/2015,90,70,80,0
5/29/2015,89,70,79.5,0.01
5/30/2015,91,69,80,0.57
5/31/2015,87,69,78,0
6/1/2015,89,66,77.5,0
6/2/2015,90,68,79,0
6/3/2015,91,69,80,0
6/4/2015,90,69,79.5,0
6/5/2015,92,72,82,0
6/6/2015,93,72,82.5,0
6/7/2015,93,72,82.5,0
6/8/2015,93,72,82.5,0
6/9/2015,93,74,83.5,0
6/10/2015,94,74,84,0
6/11/2015,94,73,83.5,0.01
6/12/2015,92,74,83,T
6/13/2015,86,74,80,0.35
6/14/2015,88,74,81,0.52
6/15/2015,90,75,82.5,0.14
6/16/2015,80,75,77.5,2.46
6/17/2015,84,76,80,0.7
6/18/2015,86,76,81,T
6/19/2015,90,76,83,0
6/20/2015,90,77,83.5,0.2
6/21/2015,93,78,85.5,0
6/22/2015,92,76,84,0
6/23/2015,92,76,84,0
6/24/2015,93,74,83.5,0
6/25/2015,94,75,84.5,0
6/26/2015,94,77,85.5,0.13
6/27/2015,93,73,83,2.38
6/28/2015,90,73,81.5,2.24
6/29/2015,92,76,84,0
6/30/2015,92,72,82,2.26
7/1/2015,89,71,80,0.38
7/2/2015,92,71,81.5,0
7/3/2015,94,75,84.5,T
7/4/2015,92,78,85,T
7/5/2015,93,77,85,0
7/6/2015,92,80,86,0
7/7/2015,92,79,85.5,T
7/8/2015,93,80,86.5,0
7/9/2015,94,76,85,0
7/10/2015,93,74,83.5,T
7/11/2015,93,75,84,T
7/12/2015,95,76,85.5,0
7/13/2015,96,76,86,0
7/14/2015,96,77,86.5,0
7/15/2015,96,74,85,0
7/16/2015,96,76,86,0
7/17/2015,95,77,86,0.06
7/18/2015,97,80,88.5,0
7/19/2015,97,75,86,0
7/20/2015,97,77,87,0
7/21/2015,95,76,85.5,T
7/22/2015,96,78,87,T
7/23/2015,98,77,87.5,0
7/24/2015,98,75,86.5,0
7/25/2015,99,75,87,0
7/26/2015,99,78,88.5,0
7/27/2015,98,80,89,0
7/28/2015,100,76,88,0
7/29/2015,100,75,87.5,0
7/30/2015,101,79,90,0.17
7/31/2015,99,78,88.5,0
8/1/2015,97,72,84.5,0
8/2/2015,99,72,85.5,0
8/3/2015,99,73,86,0
8/4/2015,98,75,86.5,T
8/5/2015,99,80,89.5,0
8/6/2015,100,78,89,0
8/7/2015,100,77,88.5,0
8/8/2015,100,78,89,0
8/9/2015,102,77,89.5,0
8/10/2015,102,79,90.5,0
8/11/2015,106,77,91.5,0.17
8/12/2015,99,74,86.5,0
8/13/2015,99,77,88,0
8/14/2015,100,77,88.5,0
8/15/2015,99,73,86,0
8/16/2015,96,73,84.5,0.75
8/17/2015,94,71,82.5,0
8/18/2015,95,77,86,0
8/19/2015,90,76,83,0.12
8/20/2015,79,73,76,0.92
8/21/2015,88,73,80.5,0.8
8/22/2015,93,76,84.5,0
8/23/2015,98,76,87,0
8/24/2015,97,79,88,0
8/25/2015,94,73,83.5,0.18
8/26/2015,90,71,80.5,0
8/27/2015,93,69,81,0
8/28/2015,92,70,81,0
8/29/2015,90,69,79.5,0
8/30/2015,91,69,80,0
8/31/2015,89,71,80,0
9/1/2015,81,72,76.5,T
9/2/2015,89,73,81,0.02
9/3/2015,92,73,82.5,0
9/4/2015,91,74,82.5,0.29
9/5/2015,91,74,82.5,1.07
9/6/2015,96,75,85.5,0
9/7/2015,94,76,85,0
9/8/2015,92,74,83,0.21
9/9/2015,91,74,82.5,T
9/10/2015,89,74,81.5,0.04
9/11/2015,80,73,76.5,0.75
9/12/2015,88,66,77,0.01
9/13/2015,84,59,71.5,0
9/14/2015,85,59,72,0
9/15/2015,91,71,81,T
9/16/2015,91,73,82,T
9/17/2015,92,71,81.5,0
9/18/2015,91,69,80,0
9/19/2015,91,68,79.5,0
9/20/2015,92,70,81,0
9/21/2015,92,73,82.5,T
9/22/2015,92,72,82,0
9/23/2015,93,68,80.5,0
9/24/2015,90,67,78.5,0
9/25/2015,93,71,82,0
9/26/2015,94,68,81,0
9/27/2015,78,69,73.5,0.08
9/28/2015,76,70,73,0.12
9/29/2015,90,69,79.5,T
9/30/2015,92,70,81,0
10/1/2015,90,68,79,0
10/2/2015,84,60,72,0
10/3/2015,84,55,69.5,0
10/4/2015,84,56,70,0
10/5/2015,86,57,71.5,0
10/6/2015,89,65,77,0
10/7/2015,91,66,78.5,0
10/8/2015,87,69,78,0
10/9/2015,90,68,79,0
10/10/2015,90,64,77,0
10/11/2015,90,60,75,0
10/12/2015,92,68,80,0
10/13/2015,95,64,79.5,T
10/14/2015,92,56,74,0
10/15/2015,92,57,74.5,0
10/16/2015,91,59,75,0
10/17/2015,84,59,71.5,0
10/18/2015,82,52,67,0
10/19/2015,81,51,66,0
10/20/2015,77,58,67.5,0.02
10/21/2015,85,67,76,0
10/22/2015,86,71,78.5,0.02
10/23/2015,85,76,80.5,0.01
10/24/2015,77,67,72,5.54
10/25/2015,68,60,64,2.03
10/26/2015,72,61,66.5,0.01
10/27/2015,80,61,70.5,0
10/28/2015,86,58,72,0
10/29/2015,80,53,66.5,0
10/30/2015,79,67,73,0.28
10/31/2015,76,67,71.5,5.14
11/1/2015,69,63,66,0.34
11/2/2015,76,60,68,0
11/3/2015,77,58,67.5,0
11/4/2015,79,60,69.5,0
11/5/2015,83,66,74.5,0
11/6/2015,83,67,75,T
11/7/2015,72,55,63.5,0.26
11/8/2015,72,52,62,0
11/9/2015,74,51,62.5,0
11/10/2015,75,55,65,0
11/11/2015,84,65,74.5,0.06
11/12/2015,74,57,65.5,T
11/13/2015,67,51,59,T
11/14/2015,70,51,60.5,0
11/15/2015,74,50,62,0
11/16/2015,80,61,70.5,0
11/17/2015,78,52,65,1.81
11/18/2015,72,49,60.5,0
11/19/2015,79,49,64,0
11/20/2015,73,50,61.5,0
11/21/2015,68,44,56,0.2
11/22/2015,56,36,46,0
11/23/2015,62,35,48.5,0
11/24/2015,67,43,55,0
11/25/2015,76,54,65,0
11/26/2015,77,66,71.5,T
11/27/2015,76,69,72.5,0.13
11/28/2015,68,47,57.5,0.93
11/29/2015,52,47,49.5,0.07
11/30/2015,61,51,56,0
12/1/2015,57,50,53.5,0.02
12/2/2015,61,46,53.5,0
12/3/2015,62,40,51,0
12/4/2015,61,38,49.5,0
12/5/2015,66,37,51.5,0
12/6/2015,70,39,54.5,0
12/7/2015,70,45,57.5,0
12/8/2015,72,42,57,0
12/9/2015,75,49,62,0
12/10/2015,78,51,64.5,0
12/11/2015,81,71,76,0
12/12/2015,77,71,74,0.04
12/13/2015,74,49,61.5,2.1
12/14/2015,72,49,60.5,0
12/15/2015,77,48,62.5,0.02
12/16/2015,70,50,60,1.3
12/17/2015,63,42,52.5,0
12/18/2015,61,40,50.5,0
12/19/2015,63,38,50.5,0
12/20/2015,69,46,57.5,0
12/21/2015,74,61,67.5,0.3
12/22/2015,72,55,63.5,0.01
12/23/2015,81,58,69.5,T
12/24/2015,79,56,67.5,0
12/25/2015,83,73,78,0.01
12/26/2015,80,73,76.5,0.06
12/27/2015,78,46,62,1.33
12/28/2015,51,40,45.5,0.01
12/29/2015,52,41,46.5,T
12/30/2015,57,48,52.5,0.01
12/31/2015,55,47,51,T
